"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-08-28","0.7",",,W","0.0",",,W,2400",,,"32.8",",,W","20.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-08-29","0.9",",,W","0.0",",,W,2400",,,"32.2",",,W","18.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-08-30","0.8",",,W","0.0",",,W,2400",,,"31.7",",,W","18.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-08-31","1.1",",,W","0.0",",,W,2400",,,"30.6",",,W","20.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-01","0.8",",,W","0.0",",,W,2400",,,"29.4",",,W","21.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-02","1.0",",,W","0.0",",,W,2400",,,"28.9",",,W","20.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-03","1.0",",,W","0.0",",,W,2400",,,"28.3",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-04","0.9",",,W","0.0",",,W,2400",,,"26.7",",,W","18.9",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-05","0.9",",,W","0.0",",,W,2400",,,"28.3",",,W","18.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-06","0.9",",,W","0.0",",,W,2400",,,"30.0",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-07","0.7",",,W","0.0",",,W,2400",,,"33.3",",,W","20.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-08","0.5",",,W","0.3",",,W,2400",,,"31.1",",,W","21.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-09","0.9",",,W","0.0",",,W,2400",,,"32.8",",,W","20.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-10","0.8",",,W","0.0",",,W,2400",,,"30.6",",,W","17.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-11","0.8",",,W","0.0",",,W,2400",,,"31.7",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-12","0.9",",,W","0.0",",,W,2400",,,"32.8",",,W","20.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-13","0.6",",,W","0.0",",,W,2400",,,"34.4",",,W","20.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-14","0.5",",,W","0.0",",,W,2400",,,"36.7",",,W","21.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-15","0.6",",,W","0.0",",,W,2400",,,"34.4",",,W","22.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-16","0.7",",,W","0.0",",,W,2400",,,"39.4",",,W","24.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-17","0.7",",,W","0.0",",,W,2400",,,"35.6",",,W","22.2",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-18","1.1",",,W","0.0",",,W,2400",,,"27.2",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-19","0.9",",,W","0.0",",,W,2400",,,"27.8",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-20","0.7",",,W","0.0",",,W,2400",,,"25.6",",,W","18.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-21","0.6",",,W","0.0",",,W,2400",,,"26.1",",,W","18.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-22","0.9",",,W","0.0",",,W,2400",,,"26.7",",,W","17.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-23","0.5",",,W","0.0",",,W,2400",,,"28.9",",,W","17.2",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-24","0.7",",,W","0.0",",,W,2400",,,"31.1",",,W","16.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-25","0.5",",,W","0.0",",,W,2400",,,"29.4",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-26","0.7",",,W","0.0",",,W,2400",,,"28.3",",,W","18.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-27","0.9",",,W","0.0",",,W,2400",,,"25.0",",,W","17.2",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-28","1.2",",,W","0.0",",,W,2400",,,"26.1",",,W","17.8",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-29","0.8",",,W","0.0",",,W,2400",,,"25.6",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-09-30","0.7",",,W","0.0",",,W,2400",,,"29.4",",,W","17.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-01","1.1",",,W","0.0",",,W,2400",,,"27.8",",,W","17.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-02","0.6",",,W","0.0",",,W,2400",,,"36.7",",,W","17.8",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-03","0.7",",,W","0.0",",,W,2400",,,"36.7",",,W","19.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-04","0.6",",,W","0.0",",,W,2400",,,"36.1",",,W","18.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-05","0.3",",,W","0.0",",,W,2400",,,"35.0",",,W","18.3",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-06","0.1",",,W","0.0",",,W,2400",,,"33.3",",,W","17.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-07","0.5",",,W","0.0",",,W,2400",,,"33.9",",,W","17.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-08","0.6",",,W","0.0",",,W,2400",,,"30.6",",,W","17.2",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-09","1.0",",,W","0.0",",,W,2400",,,"26.7",",,W","19.4",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-10","0.8",",,W","0.0",",,W,2400",,,"26.1",",,W","17.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-11","0.3",",,W","0.0",",,W,2400",,,"27.2",",,W","17.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-12","0.5",",,W","0.0",",,W,2400",,,"27.2",",,W","19.4",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-13","0.4",",,W","0.0",",,W,2400",,,"27.8",",,W","18.3",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-14","0.5",",,W","0.0",",,W,2400",,,"24.4",",,W","18.9",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-15","0.5",",,W","0.0",",,W,2400",,,"25.6",",,W","17.2",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-16","0.9",",,W","0.0",",,W,2400",,,"25.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-17","0.6",",,W","0.0",",,W,2400",,,"24.4",",,W","16.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-18","0.6",",,W","0.0",",,W,2400",,,"25.6",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-19","0.5",",,W","0.0",",,W,2400",,,"25.0",",,W","16.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-20","0.6",",,W","0.0",",,W,2400",,,"26.1",",,W","17.2",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-21","0.7",",,W","0.0",",,W,2400",,,"25.6",",,W","17.8",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-22","0.5",",,W","0.0",",,W,2400",,,"28.9",",,W","15.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-23","0.2",",,W","0.0",",,W,2400",,,"29.4",",,W","15.6",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-24","0.3",",,W","0.0",",,W,2400",,,"31.1",",,W","15.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-25","0.4",",,W","0.0",",,W,2400",,,"26.7",",,W","16.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-26","0.8",",,W","0.0",",,W,2400",,,"25.6",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-27","0.7",",,W","0.0",",,W,2400",,,"25.0",",,W","16.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-28","0.5",",,W","0.0",",,W,2400",,,"25.6",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-29","0.5",",,W","0.0",",,W,2400",,,"29.4",",,W","15.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-30","0.5",",,W","0.0",",,W,2400",,,"27.2",",,W","15.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-10-31","0.2",",,W","6.4",",,W,2400",,,"21.7",",,W","15.6",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-01","1.0",",,W","4.6",",,W,2400",,,"19.4",",,W","12.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-02","0.5",",,W","0.0",",,W,2400",,,"21.1",",,W","10.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-03","0.6",",,W","0.0",",,W,2400",,,"25.0",",,W","11.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-04","0.2",",,W","0.0",",,W,2400",,,"25.0",",,W","10.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-05","0.3",",,W","0.0",",,W,2400",,,"29.4",",,W","11.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-06","0.7",",,W","0.0",",,W,2400",,,"32.2",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-07","0.9",",,W","0.0",",,W,2400",,,"31.7",",,W","15.6",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-08","0.4",",,W","0.0",",,W,2400",,,"31.7",",,W","15.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-09","0.2",",,W","0.0",",,W,2400",,,"25.0",",,W","14.4",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-10","0.9",",,W","0.0",",,W,2400",,,"21.1",",,W","16.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-11","1.3",",,W","0.0",",,W,2400",,,"20.6",",,W","16.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-12","0.5",",,W","0.0",",,W,2400",,,"21.1",",,W","14.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-13","0.5",",,W","0.0","T,,W,2400",,,"21.1",",,W","12.8",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-14","0.3",",,W","0.0",",,W,2400",,,"22.8",",,W","15.6",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-15","0.7",",,W","0.0",",,W,2400",,,"22.2",",,W","14.4",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-16","0.6",",,W","0.0",",,W,2400",,,"23.3",",,W","12.8",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-17","0.3",",,W","0.0",",,W,2400",,,"24.4",",,W","11.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-18","0.6",",,W","0.0",",,W,2400",,,"25.0",",,W","11.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-19","0.5",",,W","0.0",",,W,2400",,,"23.3",",,W","11.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-20","0.4",",,W","0.0","T,,W,2400",,,"21.1",",,W","11.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-21","0.7",",,W","0.0",",,W,2400",,,"22.8",",,W","12.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-22","0.5",",,W","0.0",",,W,2400",,,"22.8",",,W","11.1",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-23","0.6",",,W","0.0",",,W,2400",,,"26.7",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-24","0.5",",,W","0.0",",,W,2400",,,"26.7",",,W","11.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-25","0.5",",,W","0.0",",,W,2400",,,"26.7",",,W","11.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-26","0.6",",,W","0.0",",,W,2400",,,"29.4",",,W","11.7",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-27","0.7",",,W","0.0",",,W,2400",,,"31.7",",,W","14.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-28","0.1",",,W","0.0",",,W,2400",,,"27.2",",,W","11.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-29","1.0",",,W","0.0",",,W,2400",,,"23.3",",,W","10.6",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-11-30","2.1",",,W","7.6",",,W,2400",,,"18.9",",,W","15.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-01","0.5",",,W","0.0",",,W,2400",,,"20.6",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-02","2.2",",,W","30.7",",,W,2400",,,"18.9",",,W","14.4",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-03","1.1",",,W","7.9",",,W,2400",,,"19.4",",,W","15.0",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-04","0.5",",,W","0.0",",,W,2400",,,"21.7",",,W","13.9",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-05","0.1",",,W","0.0",",,W,2400",,,"20.6",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-06","0.3",",,W","0.0",",,W,2400",,,"21.7",",,W","12.8",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-07","0.2",",,W","0.0",",,W,2400",,,"24.4",",,W","12.2",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-08","0.4",",,W","0.0",",,W,2400",,,"25.6",",,W","12.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-09","0.4",",,W","0.0",",,W,2400",,,"24.4",",,W","12.2",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-10","0.2",",,W","0.0",",,W,2400",,,"22.8",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-11","2.3",",,W","0.3",",,W,2400",,,"19.4",",,W","15.6",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-12","1.5",",,W","40.6",",,W,2400",,,"18.3",",,W","11.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-13","0.6",",,W","0.0",",,W,2400",,,"18.9",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-14","0.3",",,W","0.0",",,W,2400",,,"18.9",",,W","8.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-15","0.3",",,W","0.0","T,,W,2400",,,"18.3",",,W","8.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-16","1.0",",,W","10.4",",,W,2400",,,"15.6",",,W","12.2",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-17","0.5",",,W","3.8",",,W,2400",,,"18.3",",,W","10.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-18","0.4",",,W","0.0",",,W,2400",,,"16.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-19","0.4",",,W","0.0",",,W,2400",,,"18.9",",,W","9.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-20","0.4",",,W","0.0",",,W,2400",,,"17.8",",,W","10.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-21","0.1",",,W","0.0",",,W,2400",,,"20.0",",,W","10.0",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-22","0.1",",,W","0.0",",,W,2400",,,"23.9",",,W","10.0",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-23","0.2",",,W","0.0",",,W,2400",,,"28.3",",,W","10.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-24","0.4",",,W","0.0",",,W,2400",,,"23.9",",,W","11.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-25","2.9",",,W","0.0",",,W,2400",,,"18.3",",,W","10.0",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-26","0.5",",,W","0.0",",,W,2400",,,"17.2",",,W","5.6",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-27","0.5",",,W","0.0",",,W,2400",,,"17.2",",,W","3.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-28","0.5",",,W","0.0",",,W,2400",,,"17.2",",,W","6.1",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-29","0.3",",,W","0.0",",,W,2400",,,"17.2",",,W","5.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-30","2.0",",,W","4.8",",,W,2400",,,"13.3",",,W","8.3",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2014-12-31","1.0",",,W","0.0",",,W,2400",,,"13.9",",,W","5.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-01","0.6",",,W","0.0",",,W,2400",,,"15.0",",,W","2.8",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-02","0.3",",,W","0.0",",,W,2400",,,"16.1",",,W","3.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-03","0.5",",,W","0.0",",,W,2400",,,"17.2",",,W","4.4",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-04","0.5",",,W","0.0",",,W,2400",,,"20.6",",,W","5.6",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-05","0.6",",,W","0.0",",,W,2400",,,"27.2",",,W","10.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-06","1.1",",,W","0.0",",,W,2400",,,"28.9",",,W","13.9",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-07","0.4",",,W","0.0",",,W,2400",,,"29.4",",,W","11.7",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-08","0.3",",,W","0.0",",,W,2400",,,"23.9",",,W","10.6",",,W",,,,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-09","0.3",",,W","0.0",",,W,2400",,,"22.2",",,W","13.3",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-10","0.3",",,W","12.2",",,W,2400",,,"17.2",",,W","11.1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-11","0.3",",,W","12.7",",,W,2400",,,"17.2",",,W","13.3",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-12","0.4",",,W","0.0",",,W,2400",,,"18.9",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-13","0.4",",,W","0.0",",,W,2400",,,"20.0",",,W","12.2",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-14","0.3",",,W","0.0",",,W,2400",,,"22.8",",,W","8.3",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-15","0.9",",,W","0.0",",,W,2400",,,"24.4",",,W","10.6",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-16","0.5",",,W","0.0",",,W,2400",,,"25.0",",,W","10.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-17","0.6",",,W","0.0",",,W,2400",,,"25.6",",,W","10.0",",,W",,,,,,,,,,,,,,,,
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2015-01-18","0.3",",,W","0.0",",,W,2400",,,"23.9",",,W","11.7",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,
