"STATION","NAME","DATE","TAVG"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-02-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-03-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-04-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-05-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-06-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-07-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-08-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-09-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-10-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-11-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-18",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-19",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-20",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-21",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-22",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-23",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-24",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-25",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-26",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-27",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-28",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-29",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-30",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2011-12-31",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-01",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-02",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-03",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-04",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-05",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-06",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-07",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-08",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-09",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-10",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-11",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-12",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-13",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-14",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-15",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-16",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-17",
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2012-01-18",
